id,propositions,nl_sentence,dataset_tl
15264,"['prop_1', 'prop_2', 'prop_3']","It is always the case that everytime when ( prop_3 ) , or ( prop_2 ) then in response at the same time point ( prop_1 ) .",G((prop_3 | prop_2) -> prop_1)
15265,"['prop_1', 'prop_2']",at any time ( prop_1 ) until when possible ( prop_2 ),F(prop_1 U F prop_2)
15266,"['prop_1', 'prop_2']","It is always the case that in case that ( prop_1 ) , then all of the following conditions are true : instantly ( prop_2 ) .",G(prop_1 -> prop_2)
15267,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","Globally , when ( prop_4 ) or ( prop_1 ) , then the following condition is true : at once ( prop_2 ) and ( prop_3 ) .",G((prop_4 | prop_1) -> (prop_2 & prop_3))
15268,"['prop_1', 'prop_2', 'prop_3']","If (prop_1) or (prop_2) happens, then keep it until (prop_3) doesn't happen .",((prop_1 | prop_2) U ~prop_3)
15269,"['prop_1', 'prop_2', 'prop_3']","It is always the case that in case that ( prop_2 ) , or ( prop_3 ) , then all of the following conditions are true : ( prop_1 ) .",G((prop_2 | prop_3) -> prop_1)
15270,"['prop_1', 'prop_2', 'prop_3']",In the case ( prop_2 ) and ( prop_1 ) then in response at the same moment the transition action that ( prop_3 ) has to be detected .,G((prop_2 & prop_1) -> prop_3)
15271,"['prop_1', 'prop_2', 'prop_3']","It is always the case that everytime when ( prop_3 ) , then the following condition holds : at the same time ( prop_2 ) or ( prop_1 ) .",G(prop_3 -> (prop_2 | prop_1))
15272,"['prop_1', 'prop_2']",whenever ( prop_1 ) and whenever ( prop_2 ),F(prop_1 & F prop_2)
15273,"['prop_1', 'prop_2']",( prop_1 ) or ( prop_2 ),(prop_1 | prop_2)
15274,"['prop_1', 'prop_2', 'prop_3']",It is always the case that in case that ( prop_3 ) and ( prop_1 ) then the following condition holds : in no time ( prop_2 ) .,G((prop_3 & prop_1) -> prop_2)
15275,"['prop_1', 'prop_2', 'prop_3']","Globally , if ( prop_3 ) , or the transition action that ( prop_2 ) takes place then starting without any delay ( prop_1 ) .",G((prop_3 | prop_2) -> prop_1)
15276,"['prop_1', 'prop_2', 'prop_3']","It is always the case that in case that ( prop_2 ) and ( prop_1 ) , then ( prop_3 ) .",G((prop_2 & prop_1) -> prop_3)
15277,"['prop_1', 'prop_2']",at some time ( prop_1 ) or when possible ( prop_2 ),F(prop_1 | F prop_2)
15278,"['prop_1', 'prop_2', 'prop_3']","Globally , when the event that ( prop_3 ) gets detected then ( prop_2 ) and simultaneously ( prop_1 ) .",G(prop_3 -> (prop_2 & prop_1))
15279,"['prop_1', 'prop_2', 'prop_3']","If (prop_1), (prop_2) until (prop_3).",(prop_1 -> (prop_2 U prop_3))
15280,"['prop_1', 'prop_2', 'prop_3']","It is always the case that when ( prop_1 ) , then in response ( prop_2 ) , and ( prop_3 ) .",G(prop_1 -> (prop_2 & prop_3))
15281,"['prop_1', 'prop_2']",( prop_1 ) until ( prop_2 ),(prop_1 U prop_2)
15282,"['prop_1', 'prop_2', 'prop_3']","Everytime when ( prop_3 ) , and the scenario that ( prop_2 ) happens then at the same time instant ( prop_1 ) .",G((prop_3 & prop_2) -> prop_1)
15283,"['prop_1', 'prop_2']",In the event that ( prop_1 ) then all of the following conditions hold : at the same time ( prop_2 ) .,G(prop_1 -> prop_2)
15284,"['prop_1', 'prop_2', 'prop_3']","As soon as ( prop_3 ) , and ( prop_2 ) , then the following condition holds : without any delay ( prop_1 ) .",G((prop_3 & prop_2) -> prop_1)
15285,"['prop_1', 'prop_2', 'prop_3']","It is always the case that while ( prop_2 ) then simultaneously ( prop_3 ) , and at the same time ( prop_1 ) .",G(prop_2 -> (prop_3 & prop_1))
15286,"['prop_1', 'prop_2', 'prop_3']","Globally , in case that the scenario that ( prop_2 ) is detected , and ( prop_1 ) then in response ( prop_3 ) .",G((prop_2 & prop_1) -> F prop_3)
15287,"['prop_1', 'prop_2', 'prop_3']","Whenever ( prop_3 ) or ( prop_2 ) happens, then ( prop_1 ) will also happen at the same time.",G((prop_3 | prop_2) -> prop_1)
15288,"['prop_1', 'prop_2', 'prop_3']",It is always the case that if the transition action that ( prop_2 ) is observed then the following condition holds : ( prop_1 ) and the transition action that ( prop_3 ) will happen at the same moment .,G(prop_2 -> (prop_1 & prop_3))
15289,"['prop_1', 'prop_2', 'prop_3']","It is always the case that everytime when ( prop_1 ) then all of the following conditions hold : ( prop_3 ) , and ( prop_2 ) .",G(prop_1 -> (prop_3 & prop_2))
15290,"['prop_1', 'prop_2']",at any time ( prop_1 ) and whenever ( prop_2 ),F(prop_1 & F prop_2)
15291,"['prop_1', 'prop_2']",when possible ( prop_1 ) and whenever ( prop_2 ),F(prop_1 & F prop_2)
15292,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","Globally , in case that ( prop_2 ) or the event that ( prop_4 ) happens then all of the following conditions are true : ( prop_3 ) or instantly ( prop_1 ) .",G((prop_2 | prop_4) -> (prop_3 | prop_1))
15293,"['prop_1', 'prop_2', 'prop_3']","When the event ( prop_1 ) happens, then ( prop_3 ) and ( prop_2 ) will be observed.",G(prop_1 -> (prop_3 & prop_2))
15294,"['prop_1', 'prop_2']",( prop_1 ) or ( prop_2 ),(prop_1 | prop_2)
15295,['prop_1'],"At some point or another, (prop_1)",F prop_1
15296,"['prop_1', 'prop_2']",at any time ( prop_1 ) and at some time ( prop_2 ),F(prop_1 & F prop_2)
15297,"['prop_1', 'prop_2']",at any time ( prop_1 ) or always ( prop_2 ),F(prop_1 | G prop_2)
15298,"['prop_1', 'prop_2']","If ( prop_1 ) , then at a certain moment in the future before the simulation ends ( prop_2 ) .",G(prop_1 -> prop_2)
15299,"['prop_1', 'prop_2', 'prop_3']",Make sure that either (prop_2) finally happens in a future time or that if (prop_3) happens then (prop_1) should also happen .,( F prop_2 | (prop_3 -> prop_1))
15300,"['prop_1', 'prop_2', 'prop_3']",It is always the case that while ( prop_2 ) and ( prop_1 ) then the following condition holds : the scenario that ( prop_3 ) will have to be observed at the same time point .,G((prop_2 & prop_1) -> prop_3)
15301,"['prop_1', 'prop_2']",when possible ( prop_1 ) or at some time ( prop_2 ),F(prop_1 | F prop_2)
15302,"['prop_1', 'prop_2', 'prop_3']","For all time make sure that (prop_1), or else (prop_2) or (prop_3) is true .",( G prop_1 | (prop_2 | prop_3))
15303,"['prop_1', 'prop_2']",at some time ( prop_1 ) until ( prop_2 ),F(prop_1 U prop_2)
15304,"['prop_1', 'prop_2']",( prop_1 ) or at some time ( prop_2 ),(prop_1 | F prop_2)
15305,"['prop_1', 'prop_2', 'prop_3']","If ( prop_1 ) and ( prop_2 ) , then all of the following conditions are true : at a time in the future , ( prop_3 ) .",G((prop_1 & prop_2) -> F( G prop_3))
15306,"['prop_1', 'prop_2', 'prop_3']",It is always the case that if ( prop_2 ) or ( prop_3 ) then the following condition holds : starting without any delay ( prop_1 ) .,G((prop_2 | prop_3) -> prop_1)
15307,"['prop_1', 'prop_2']",whenever ( prop_1 ) and ( prop_2 ),F(prop_1 & prop_2)
15308,"['prop_1', 'prop_2', 'prop_3']","As soon as the transition action that ( prop_2 ) happens then all of the following conditions hold : the scenario that ( prop_3 ) gets detected instantly , or ( prop_1 ) .",G(prop_2 -> (prop_3 | prop_1))
15309,"['prop_1', 'prop_2', 'prop_3']","Globally , if the transition action that ( prop_2 ) is observed then all of the following conditions hold : without any delay ( prop_1 ) , or at the same time ( prop_3 ) .",G(prop_2 -> (prop_1 | prop_3))
15310,"['prop_1', 'prop_2', 'prop_3']","In the case the transition action that ( prop_3 ) gets observed or ( prop_2 ) , then the following condition is true : for every time instant in the future until the execution ends there needs to be sometime during the coming 3 to 6 time units , at which ultimately the transition action that ( prop_1 ) should get detected .",G((prop_3 | prop_2) -> G( F prop_1))
15311,"['prop_1', 'prop_2', 'prop_3']",It is always the case that in case that the scenario that ( prop_3 ) happens or the event that ( prop_2 ) happens then promptly ( prop_1 ) .,G((prop_3 | prop_2) -> prop_1)
15312,"['prop_1', 'prop_2']",It is always the case that everytime when the transition action that ( prop_1 ) occurs then in no time ( prop_2 ) .,G(prop_1 -> prop_2)
15313,"['prop_1', 'prop_2', 'prop_3']","It is always the case that in case that ( prop_3 ) , then ( prop_2 ) , or right away ( prop_1 ) .",G(prop_3 -> (prop_2 | prop_1))
15314,"['prop_1', 'prop_2', 'prop_3']","While ( prop_1 ) or ( prop_2 ) then all of the following conditions hold : for each moment in the future until the execution ends , there needs to exist a time in the future before the execution ends , at which the event that ( prop_3 ) will have to get detected .",G((prop_1 | prop_2) -> G( F prop_3))
15315,"['prop_1', 'prop_2']",at some time ( prop_1 ) or whenever ( prop_2 ),F(prop_1 | F prop_2)
15316,"['prop_1', 'prop_2', 'prop_3']",It is always the case that in case that the transition action that ( prop_2 ) occurs then at once ( prop_1 ) or ( prop_3 ) .,G(prop_2 -> (prop_1 | prop_3))
15317,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","In the event that ( prop_2 ) , and ( prop_3 ) , then all of the following conditions are true : ( prop_4 ) , or ( prop_1 ) .",G((prop_2 & prop_3) -> (prop_4 | prop_1))
15318,"['prop_1', 'prop_2']",whenever ( prop_1 ) until when possible ( prop_2 ),F(prop_1 U F prop_2)
15319,"['prop_1', 'prop_2', 'prop_3']","Everytime when ( prop_1 ) , then all of the following conditions are true : ( prop_2 ) , or at the same time point ( prop_3 ) .",G(prop_1 -> (prop_2 | prop_3))
15320,"['prop_1', 'prop_2', 'prop_3']",In case that the scenario that ( prop_3 ) occurs then the following condition holds : at the same time ( prop_2 ) and ( prop_1 ) .,G(prop_3 -> (prop_2 & prop_1))
15321,"['prop_1', 'prop_2']",whenever ( prop_1 ) or when possible ( prop_2 ),F(prop_1 | F prop_2)
15322,"['prop_1', 'prop_2']",( prop_1 ) or never ( prop_2 ),(prop_1 | G(~prop_2))
15323,"['prop_1', 'prop_2', 'prop_3']","If the event that ( prop_2 ) gets detected then the following condition is true : ( prop_3 ) , and ( prop_1 ) .",G(prop_2 -> (prop_3 & prop_1))
15324,"['prop_1', 'prop_2']","It is always the case that whenever ( prop_1 ) , then in response ( prop_2 ) .",G(prop_1 -> prop_2)
15325,"['prop_1', 'prop_2', 'prop_3']",If the event that ( prop_3 ) happens or ( prop_1 ) then ( prop_2 ) .,G((prop_3 | prop_1) -> prop_2)
15326,"['prop_1', 'prop_2']",( prop_1 ) or whenever ( prop_2 ),(prop_1 | F prop_2)
15327,"['prop_1', 'prop_2', 'prop_3']","Globally , during the interval that ( prop_1 ) and ( prop_3 ) , then the following condition is true : starting without any delay ( prop_2 ) .",G((prop_1 & prop_3) -> prop_2)
15328,"['prop_1', 'prop_2', 'prop_3']",It is always the case that when the transition action that ( prop_3 ) is detected then all of the following conditions hold : at once ( prop_1 ) and without any delay ( prop_2 ) .,G(prop_3 -> (prop_1 & prop_2))
15329,"['prop_1', 'prop_2']","Globally , when ( prop_1 ) then immediately ( prop_2 ) .",G(prop_1 -> prop_2)
15330,"['prop_1', 'prop_2', 'prop_3']",In case that the scenario that ( prop_1 ) takes place then all of the following conditions hold : at the same time ( prop_2 ) and at the same time instant the transition action that ( prop_3 ) must n't get detected .,G(prop_1 -> (prop_2 & prop_3))
15331,"['prop_1', 'prop_2', 'prop_3']","Globally , when the transition action that ( prop_3 ) takes place , then all of the following conditions are true : at the same time instant ( prop_1 ) and at the same moment ( prop_2 ) .",G(prop_3 -> (prop_1 & prop_2))
15332,"['prop_1', 'prop_2']",( prop_1 ) or ( prop_2 ),(prop_1 | prop_2)
15333,"['prop_1', 'prop_2', 'prop_3']","While ( prop_1 ) , and ( prop_3 ) then the following condition holds : uninterruptedly ( prop_2 ) .",G((prop_1 & prop_3) -> prop_2)
15334,"['prop_1', 'prop_2', 'prop_3']","It is always the case that in case that the event that ( prop_2 ) is observed , then the following condition is true : starting without any delay the event that ( prop_1 ) ought to happen , or the scenario that ( prop_3 ) shall occur starting without any delay .",G(prop_2 -> (prop_1 | prop_3))
15335,"['prop_1', 'prop_2', 'prop_3']","Globally , everytime when the scenario that ( prop_1 ) happens , then the following condition holds : ( prop_3 ) and at once the transition action that ( prop_2 ) needs to be detected .",G(prop_1 -> (prop_3 & prop_2))
15336,"['prop_1', 'prop_2']",do not ( prop_1 ) or whenever ( prop_2 ),~(prop_1 | F prop_2)
15337,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","When ( prop_2 ) and the event ( prop_4 ) is observed, then ( prop_1 ) or immediately ( prop_3 ) will happen.",G((prop_2 & prop_4) -> (prop_1 | prop_3))
15338,"['prop_1', 'prop_2']","In the case ( prop_1 ) , then all of the following conditions hold : without any delay ( prop_2 ) .",G(prop_1 -> prop_2)
15339,"['prop_1', 'prop_2']",always ( prop_1 ) or repeatedly ( prop_2 ),G(prop_1 | G( F prop_2))
15340,"['prop_1', 'prop_2', 'prop_3']","If ( prop_2 ) and the event that ( prop_3 ) gets observed then the following condition is true : there must be a time in the future before the end of the simulation , after which continuously ( prop_1 ) .",G((prop_2 & prop_3) -> F( G prop_1))
15341,"['prop_1', 'prop_2', 'prop_3']","Globally , while ( prop_3 ) , and ( prop_1 ) then in no time ( prop_2 ) .",G((prop_3 & prop_1) -> prop_2)
15342,"['prop_1', 'prop_2']",( prop_1 ) until when possible ( prop_2 ),(prop_1 U F prop_2)
15343,"['prop_1', 'prop_2']",repeatedly ( prop_1 ) or whenever ( prop_2 ),G( F prop_1 | F prop_2)
15344,"['prop_1', 'prop_2', 'prop_3']","It is always the case that whenever ( prop_3 ) then all of the following conditions hold : ( prop_2 ) , and ( prop_1 ) .",G(prop_3 -> (prop_2 & prop_1))
15345,"['prop_1', 'prop_2']",at some time ( prop_1 ) or repeatedly ( prop_2 ),F(prop_1 | G( F prop_2))
15346,"['prop_1', 'prop_2']",never ( prop_1 ) and when possible ( prop_2 ),G(~prop_1 & F prop_2)
15347,"['prop_1', 'prop_2']","when at any time ( prop_1 ) , whenever ( prop_2 )",( F prop_1 -> F prop_2)
15348,"['prop_1', 'prop_2', 'prop_3']","Whenever ( prop_1 ) , and ( prop_2 ) then in response instantly ( prop_3 ) .",G((prop_1 & prop_2) -> prop_3)
15349,"['prop_1', 'prop_2', 'prop_3']","On condition that the scenario that ( prop_3 ) occurs then the following condition is true : ( prop_2 ) , and in no time ( prop_1 ) .",G(prop_3 -> (prop_2 & prop_1))
15350,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","It is always the case that in case that ( prop_1 ) and ( prop_2 ) , then all of the following conditions are true : ( prop_3 ) , or ( prop_4 ) .",G((prop_1 & prop_2) -> (prop_3 | prop_4))
15351,"['prop_1', 'prop_2']",( prop_1 ) until at any time ( prop_2 ),(prop_1 U F prop_2)
15352,"['prop_1', 'prop_2']",never ( prop_1 ) and ( prop_2 ),G(~prop_1 & prop_2)
15353,"['prop_1', 'prop_2', 'prop_3']",In case that ( prop_2 ) and ( prop_1 ) then all of the following conditions hold : at the same time point ( prop_3 ) .,G((prop_2 & prop_1) -> prop_3)
15354,"['prop_1', 'prop_2']",always ( prop_1 ) or ( prop_2 ),G(prop_1 | prop_2)
15355,"['prop_1', 'prop_2', 'prop_3']","It is always the case that everytime when the scenario that ( prop_3 ) is observed , then all of the following conditions are true : at the same time point ( prop_2 ) and ( prop_1 ) .",G(prop_3 -> (prop_2 & prop_1))
15356,"['prop_1', 'prop_2', 'prop_3']","Globally , everytime when ( prop_3 ) , and ( prop_2 ) then in response ( prop_1 ) .",G((prop_3 & prop_2) -> G prop_1)
15357,"['prop_1', 'prop_2', 'prop_3']","It is always the case that when the scenario that ( prop_3 ) gets detected or ( prop_2 ) , then all of the following conditions are true : ( prop_1 ) .",G((prop_3 | prop_2) -> prop_1)
15358,"['prop_1', 'prop_2']","It is always the case that everytime when ( prop_1 ) , then eventually after a certain time point in the future before the end of the execution ( prop_2 ) .",G(prop_1 -> F( G prop_2))
15359,"['prop_1', 'prop_2', 'prop_3']","Globally , when ( prop_1 ) , and ( prop_2 ) then ( prop_3 ) .",G((prop_1 & prop_2) -> prop_3)
15360,"['prop_1', 'prop_2']","In the case ( prop_1 ) , then the following condition holds : at the same time point ( prop_2 ) .",G(prop_1 -> prop_2)
15361,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","In the event that ( prop_4 ) , and ( prop_1 ) , then all of the following conditions are true : ( prop_3 ) , or ( prop_2 ) .",G((prop_4 & prop_1) -> (prop_3 | prop_2))
15362,"['prop_1', 'prop_2']",when possible ( prop_1 ) and whenever ( prop_2 ),F(prop_1 & F prop_2)
15363,"['prop_1', 'prop_2', 'prop_3']","Globally , when ( prop_2 ) and ( prop_3 ) , then all of the following conditions hold : promptly the event that ( prop_1 ) must occur .",G((prop_2 & prop_3) -> prop_1)
15364,"['prop_1', 'prop_2', 'prop_3']","On condition that ( prop_1 ) then all of the following conditions are true : ( prop_3 ) , and ( prop_2 ) .",G(prop_1 -> (prop_3 & prop_2))
15365,"['prop_1', 'prop_2']",whenever ( prop_1 ) or ( prop_2 ),F(prop_1 | prop_2)
15366,"['prop_1', 'prop_2', 'prop_3']","In case that ( prop_2 ) , or the event that ( prop_1 ) takes place then the following condition is true : ( prop_3 ) .",G((prop_2 | prop_1) -> prop_3)
15367,"['prop_1', 'prop_2', 'prop_3']","In case that the transition action that ( prop_1 ) occurs , then all of the following conditions hold : simultaneously ( prop_2 ) , and at the same time point ( prop_3 ) .",G(prop_1 -> (prop_2 & prop_3))
